,cM10a,cM12a,cM19a,cM20a,cM2a,cM34a,cM35a,cM3a,cM41a,cM42a,cM42b,cM44b,cM59a,cM59b,cM5a,cM7b,cM8a,cM9b,cS100a,cS103a,cS104a,cS107a,cS108a,cS109a,cS10a,cS113a,cS115a,cS116a,cS11a,cS129a,cS132a,cS142a,cS153a,cS157a,cS15a,cS162a,cS164a,cS165a,cS168a,cS172a,cS178a,cS184a,cS27b,cS28a,cS30a,cS33a,cS35a,cS37a,cS39c,cS45a,cS46a,cS4a,cS51a,cS53a,cS58a,cS60a,cS61a,cS63a,cS65a,cS66a,cS68a,cS6a,cS71a,cS71b,cS72c,cS76a,cS80a,cS83a,cS86a,cS86b,cS87a,cS88a,cS8b,cS91a,cS97a,cS99a,fM10a,fM16a,fM19a,fM21a,fM23b,fM24a,fM27b,fM29a,fM30a,fM31a,fM35a,fM40a,fM41b,fM48a,fM51a,fM54a,fM59a,fM60a,fS100a,fS101a,fS102a,fS10a,fS111a,fS117a,fS11a,fS121a,fS122a,fS128a,fS12a,fS133b,fS139a,fS13a,fS143a,fS144a,fS146a,fS148a,fS149a,fS14a,fS155a,fS157a,fS158a,fS159a,fS165a,fS170a,fS171a,fS174a,fS177a,fS190a,fS191a,fS24a,fS25a,fS34a,fS35a,fS37a,fS39a,fS41a,fS42a,fS46a,fS4a,fS50a,fS54a,fS56a,fS58a,fS62a,fS63b,fS64a,fS6a,fS70a,fS72b,fS73a,fS74a,fS79a,fS80a,fS81a,fS83a,fS84a,fS85a,fS86a,fS92a,fS93a,fS95a,fS97a,fS99a
cS65a,98.556686,98.877129,98.841835,98.831116,98.84127,98.828003,96.625664,98.844849,97.113678,97.096237,98.82135,98.853363,99.284348,98.865768,98.848022,98.838699,98.839066,98.836212,99.221237,96.777954,96.728378,98.453735,98.515533,98.529564,99.190399,98.634682,98.468964,97.190208,99.212875,98.60173,97.125687,98.416534,97.059586,98.391296,96.800186,97.131599,98.530518,97.159195,96.702003,97.119652,97.124031,98.464607,98.497833,98.835526,98.4953,98.489807,96.69577,98.417892,99.990181,96.706535,98.564545,98.665443,97.111832,96.726151,99.183517,99.988159,96.746964,96.737167,100.0,99.989815,99.994843,98.43232,99.175949,98.565201,97.071648,99.996262,96.676025,97.130768,96.706902,96.672424,98.85994,98.863815,98.42215,96.708824,98.364548,98.629898,99.240173,97.117844,98.493446,99.273041,98.880569,98.665733,99.008179,98.445129,97.14138,98.943817,98.474274,96.680313,96.676743,98.488785,98.488358,98.890228,98.961929,98.959198,98.717621,96.784988,96.997772,97.21875,98.963867,96.773026,97.212158,98.551056,97.208015,97.183914,97.173363,98.568336,99.15918,97.180382,98.518135,98.374054,98.384857,98.979095,99.137772,98.742859,98.692886,98.573196,98.855591,98.847191,98.541962,98.527023,98.534378,98.724823,98.725845,99.269829,98.517792,98.439346,98.750793,98.396347,98.898041,97.182312,97.205261,97.182137,98.946815,97.190041,98.367828,98.483597,98.49472,98.551514,98.555298,97.207855,97.168198,97.195946,99.115311,98.356796,98.477753,98.52877,97.195511,98.505341,98.708229,98.462402,96.828262,98.549065,96.732162,96.721878,96.760208,97.199844,98.72554,97.187653,97.169678
cS66a,98.54464,98.878487,98.866318,98.825905,98.855957,98.814377,96.636642,98.852356,97.089455,97.105469,98.793892,98.888557,99.292404,98.872513,98.887253,98.877426,98.823753,98.817093,99.200211,96.778252,96.728058,98.458206,98.53289,98.529953,99.188545,98.608612,98.489967,97.192451,99.202583,98.617592,97.124672,98.391388,97.096832,98.351715,96.78167,97.134033,98.550079,97.138611,96.699402,97.156853,97.126541,98.483963,98.483177,98.843643,98.50058,98.502533,96.686821,98.415314,99.983246,96.700745,98.525688,98.655548,97.127617,96.737335,99.18399,99.99202,96.768799,96.736786,99.989815,100.0,99.984497,98.395355,99.157883,98.58062,97.07312,99.993904,96.699425,97.14431,96.666618,96.691353,98.884087,98.871353,98.395264,96.712784,98.349319,98.632401,99.23893,97.074066,98.493454,99.281746,98.892853,98.660065,99.001518,98.394012,97.125031,98.935127,98.508057,96.674065,96.695129,98.501297,98.474625,98.875923,98.975578,98.967995,98.703369,96.8013,96.976585,97.181427,98.921974,96.79274,97.208496,98.54985,97.175484,97.176346,97.163269,98.589996,99.143478,97.163147,98.537262,98.330399,98.371078,98.964676,99.131866,98.743904,98.717415,98.547127,98.820328,98.820572,98.527359,98.528381,98.52594,98.727783,98.731125,99.286346,98.491745,98.44046,98.716621,98.350067,98.883156,97.167694,97.166168,97.149063,98.932037,97.151733,98.346832,98.476227,98.481331,98.523003,98.521233,97.185211,97.183517,97.193222,99.142654,98.333084,98.485306,98.480286,97.153503,98.478638,98.689079,98.446411,96.797806,98.524094,96.701401,96.707413,96.746094,97.207565,98.697807,97.212433,97.14888
cS68a,98.530655,98.88089,98.845062,98.830521,98.843307,98.795242,96.665649,98.852928,97.085091,97.080505,98.803879,98.865402,99.258469,98.838745,98.847862,98.862206,98.822258,98.801041,99.200867,96.747047,96.703247,98.506668,98.531815,98.528564,99.180145,98.626228,98.498398,97.236481,99.200592,98.604767,97.109894,98.362671,97.07058,98.343834,96.787186,97.156296,98.535759,97.164185,96.670921,97.157974,97.148987,98.496918,98.486946,98.834946,98.498474,98.513535,96.680557,98.398933,99.994522,96.671326,98.560768,98.625618,97.153976,96.725769,99.182358,99.990616,96.750633,96.73259,99.994843,99.984497,100.0,98.381165,99.167625,98.567154,97.096405,99.996964,96.671448,97.146606,96.7155,96.673752,98.874428,98.867111,98.38987,96.684494,98.334084,98.643669,99.260864,97.126053,98.494507,99.2733,98.903503,98.676437,98.993507,98.39959,97.157211,98.922684,98.472588,96.647972,96.661629,98.48732,98.477737,98.876839,98.947891,98.921936,98.72226,96.83493,97.019882,97.205246,98.912849,96.754807,97.222572,98.551163,97.190964,97.174316,97.186844,98.589905,99.138138,97.185394,98.510178,98.342651,98.341385,98.989014,99.14534,98.753372,98.713264,98.569046,98.836197,98.820633,98.53714,98.524521,98.543411,98.73275,98.752525,99.255417,98.474327,98.450775,98.733093,98.338028,98.883621,97.198006,97.208649,97.190521,98.939827,97.205856,98.322403,98.475304,98.4888,98.558563,98.558464,97.214005,97.183662,97.216782,99.140076,98.327484,98.476501,98.484772,97.194405,98.470802,98.686432,98.454819,96.797516,98.544296,96.707787,96.694092,96.763824,97.219681,98.720871,97.221558,97.180321
cS6a,98.96315,98.439835,98.408066,98.394867,98.387901,98.18084,96.557648,98.403664,97.028625,97.024139,98.203033,98.410431,98.330139,98.422882,98.397415,98.368904,98.195831,98.17572,98.244423,96.703781,96.6521,99.024139,99.015762,98.999779,98.333321,98.282684,99.049149,97.194778,98.317673,99.026474,97.104706,99.988297,97.114304,99.983322,96.694824,97.102325,98.991196,97.17067,96.63855,97.125473,97.122192,99.0625,99.076141,98.386719,99.091881,99.075455,96.729889,99.0765,98.454636,96.654068,98.076485,98.17955,97.117752,96.681511,98.215424,98.412209,96.677536,96.665878,98.43232,98.395355,98.381165,100.0,98.227669,98.127472,97.110321,98.454178,96.611511,97.129395,96.555817,96.61261,98.389214,98.388847,99.983047,96.622833,99.969238,98.259468,98.360619,97.097054,99.068428,98.339096,98.44313,98.345268,98.386703,98.927536,97.149437,98.124916,99.07962,96.695831,96.685013,99.084824,99.042244,98.454086,98.387123,98.371086,98.340118,96.959564,96.967155,97.151779,98.057304,96.699127,97.181625,99.010544,97.093277,97.167778,97.157623,98.994614,98.209717,97.191628,99.059479,99.969193,99.971039,98.056427,98.201607,98.324646,98.339859,99.002487,98.185623,98.178436,98.989166,98.959061,98.985825,98.340179,98.336601,98.346619,98.87146,98.948044,98.314629,99.971855,98.083412,97.157288,97.109726,97.105286,98.106712,97.163986,99.952469,98.889282,98.891281,99.023087,98.965263,97.201706,97.189148,97.173523,98.125427,99.965591,98.91008,98.923599,97.130005,98.862244,98.305222,98.869629,96.719986,99.012047,96.679176,96.6828,96.715408,97.18824,98.358612,97.182602,97.133095
cS71a,98.430161,99.136246,99.11013,99.08374,99.105728,99.143791,96.649162,99.083832,97.030052,97.051941,99.097031,99.138885,99.378174,99.116158,99.1092,99.104462,99.124451,99.105453,99.997292,96.777496,96.705826,98.391106,98.369385,98.356873,99.340004,98.677261,98.37207,97.172569,99.333328,98.396912,97.122017,98.230217,97.07663,98.216644,96.766602,97.11245,98.362671,97.161255,96.842186,97.10643,97.133347,98.367584,98.382217,99.111641,98.408646,98.39209,96.82,98.428436,99.193214,96.801308,98.726395,98.731606,97.12149,96.740707,99.994217,99.161224,96.760422,96.728439,99.175949,99.157883,99.167625,98.227669,100.0,98.710281,97.090256,99.176437,96.835365,97.162758,96.671844,96.83239,99.103271,99.119576,98.223907,96.816414,98.221138,98.638992,99.382156,97.125938,98.328201,99.374733,99.076706,98.824646,99.234833,98.137573,97.089417,99.054901,98.405273,96.818542,96.843674,98.329788,98.342621,99.099487,99.236588,99.246521,98.883667,97.073372,96.982224,97.083679,98.98111,96.756378,97.07106,98.288239,97.207451,97.055847,97.022461,98.42189,99.247375,97.04705,98.331902,98.206696,98.203094,99.05574,99.247849,98.88092,98.870377,98.325607,99.110054,99.162231,98.308304,98.338722,98.323212,98.866982,98.918533,99.453941,98.344101,98.280281,98.847458,98.186455,98.997734,97.043137,97.034363,97.052544,98.969177,97.069023,98.170578,98.341095,98.321701,98.329254,98.31131,97.059158,97.069115,97.031189,99.242233,98.227928,98.325378,98.326736,97.011116,98.34024,98.84259,98.344009,96.733025,98.347229,96.845558,96.82283,96.749161,97.060211,98.87693,97.049103,97.039917
cS71b,98.098877,99.080933,99.047531,99.060181,99.057739,98.64959,96.562225,99.065567,96.923584,96.911636,98.596954,99.079636,98.802193,99.088684,99.044632,99.049522,98.646317,98.645226,98.796753,96.643845,96.634644,98.239937,98.248955,98.252487,98.750809,98.563477,98.266235,97.196007,98.776932,98.322632,97.096146,98.09269,97.011383,98.114853,96.607208,97.090393,98.25119,97.094292,96.658813,97.10054,97.119232,98.239967,98.25309,99.059715,98.263412,98.286377,96.608757,98.27462,98.524338,96.633408,99.906807,98.573166,97.078644,96.641563,98.725983,98.596954,96.644859,96.66848,98.565201,98.58062,98.567154,98.127472,98.710281,100.0,97.070496,98.578957,96.649109,97.095047,96.575653,96.679688,99.025131,99.045517,98.081879,96.647659,98.080154,98.583786,98.760971,97.054199,98.269615,98.788536,99.032211,98.619064,98.948425,98.087616,97.095734,98.467041,98.252167,96.659088,96.706505,98.256493,98.26165,99.046509,98.925873,98.945633,99.103149,96.859665,96.867462,97.039978,98.5009,96.593353,97.060318,98.163872,96.963776,97.031372,97.048523,98.345474,98.646469,97.052887,98.224785,98.096878,98.068932,98.405655,98.643845,99.110916,99.073845,98.289207,98.610718,98.656342,98.223785,98.235107,98.249367,99.120026,99.1297,98.883034,98.124741,98.172974,99.115433,98.111992,98.343887,97.060379,97.017868,97.025955,98.514709,97.04245,98.054123,98.116638,98.099556,98.288284,98.254761,97.056503,97.053177,97.074387,98.638756,98.071922,98.178413,98.105492,97.036072,98.10762,99.126404,98.119576,96.621239,98.259354,96.704948,96.7314,96.677307,97.040604,99.183762,97.040306,97.040405
cS72c,97.224762,97.242188,97.264465,97.21376,97.189049,96.994431,96.775635,97.21476,97.492676,97.488693,97.022095,97.241562,97.197144,97.22316,97.224281,97.243683,97.031082,97.0438,97.150444,96.87207,96.774879,97.250305,97.246284,97.209625,97.146118,97.146469,97.298569,97.594315,97.157043,97.246208,99.959717,97.078659,97.982895,97.082726,96.791496,99.957008,97.236618,97.547546,96.853958,99.9599,99.970261,97.287956,97.283325,97.231979,97.286865,97.318726,96.822845,97.195129,97.145767,96.865921,96.98967,97.037247,99.960022,96.743896,97.09008,97.074112,96.790665,96.803314,97.071648,97.07312,97.096405,97.110321,97.090256,97.070496,100.0,97.131767,96.877182,99.958328,96.878311,96.785233,97.237442,97.227875,97.099945,96.85627,97.09491,97.109825,97.197144,99.916473,97.276611,97.157143,97.215576,97.208832,97.199829,97.113907,97.549713,97.511322,97.293625,96.819229,96.832802,97.269127,97.287674,97.217255,97.198807,97.230469,97.170319,97.484222,97.295395,99.364433,97.467857,96.783524,99.350174,97.200562,97.576965,99.498344,99.347893,97.19976,97.150604,99.340645,97.132492,97.041473,97.044373,97.389801,97.145569,97.191597,97.16098,97.18631,97.007141,97.03186,97.202377,97.202484,97.206055,97.149162,97.171196,97.118408,97.236633,97.155762,97.132912,97.0495,97.499992,99.35643,99.36676,99.376114,97.477036,99.347572,97.080917,97.203766,97.19297,97.248886,97.198532,99.370346,99.365463,99.367485,97.134613,97.083626,97.241341,97.195007,99.350159,97.163963,97.150558,97.194717,96.873672,97.246536,96.906067,96.880196,96.797058,99.382851,97.131332,99.326935,99.354294
cS76a,98.564285,98.877747,98.852242,98.795593,98.843048,98.909172,96.652214,98.843124,97.094368,97.090317,98.917542,98.856964,99.287209,98.857483,98.826263,98.868645,98.89827,98.919418,99.223305,96.769073,96.726562,98.465881,98.548889,98.558907,99.206024,98.605728,98.476944,97.224823,99.225296,98.618668,97.130051,98.452606,97.133026,98.429321,96.811577,97.136795,98.555954,97.178635,96.701782,97.150269,97.13739,98.488953,98.474548,98.869644,98.491913,98.504166,96.660423,98.433289,99.99585,96.694595,98.589508,98.672485,97.163086,96.735489,99.193939,99.990463,96.749138,96.762611,99.996262,99.993904,99.996964,98.454178,99.176437,98.578957,97.131767,100.0,96.690323,97.142731,96.683876,96.660492,98.862267,98.867943,98.459305,96.692383,98.417221,98.626663,99.266022,97.106911,98.487717,99.301918,98.893265,98.664452,99.001266,98.387077,97.14975,98.927017,98.485443,96.681419,96.69973,98.513542,98.477295,98.858826,98.971466,98.965454,98.706383,96.856262,97.012352,97.219727,98.924789,96.83477,97.240082,98.547562,97.20076,97.172287,97.201843,98.59465,99.159569,97.195572,98.535706,98.406456,98.42627,98.946518,99.12149,98.759766,98.727158,98.538643,98.917328,98.890686,98.525826,98.532257,98.516388,98.721725,98.724007,99.277603,98.472061,98.470245,98.690445,98.419533,98.895294,97.21048,97.218193,97.182434,98.96537,97.20179,98.406464,98.44812,98.484467,98.529312,98.544525,97.202629,97.192963,97.21627,99.139572,98.415405,98.481812,98.491379,97.202469,98.471939,98.680923,98.451019,96.761383,98.53006,96.669983,96.667542,96.751633,97.20607,98.702911,97.226959,97.187447
cS80a,96.765656,96.816185,96.776993,96.781242,96.793121,96.610008,98.342331,96.787659,97.137573,97.182037,96.661034,96.796471,96.702385,96.801498,96.778351,96.762207,96.634338,96.63031,96.846085,99.343681,99.440704,96.635323,96.719849,96.74041,96.66185,96.644691,96.709778,97.163437,96.649231,96.707191,96.917358,96.626724,96.714966,96.64212,99.321503,96.897064,96.74733,97.098984,99.996826,96.936531,96.906387,96.708405,96.730743,96.777039,96.727013,96.733536,99.79184,96.685257,96.696846,99.861511,96.609985,96.624664,96.929962,99.426414,96.831436,96.672028,99.40345,99.40815,96.676025,96.699425,96.671448,96.611511,96.835365,96.649109,96.877182,96.690323,100.0,96.923531,98.261848,99.724983,96.767014,96.790199,96.634445,99.997238,96.625534,96.6082,96.728622,96.925873,96.657532,96.720474,96.774384,96.693512,96.816017,96.67984,97.124664,96.757019,96.760521,99.873077,99.872757,96.684784,96.711891,96.814507,96.757324,96.80542,96.795158,96.516121,96.954826,96.68988,96.659866,99.348236,96.697403,96.751083,97.080917,96.692863,96.667824,96.706955,96.589966,96.673691,96.68248,96.594124,96.569038,96.639145,96.611206,96.750427,96.753754,96.707298,96.62397,96.61409,96.684341,96.672913,96.647522,96.783249,96.803162,96.698273,96.750977,96.643677,96.768143,96.595139,96.76754,96.73317,96.710541,96.651871,96.629181,96.711418,96.600151,96.780701,96.756027,96.748444,96.680115,96.732407,96.742126,96.706512,96.563248,96.590096,96.790092,96.766586,96.690224,96.783272,96.767036,96.77565,99.378006,96.790009,99.856239,99.856201,99.401291,96.714424,96.77652,96.71846,96.6661
cS83a,97.294868,97.258026,97.249199,97.241028,97.227409,96.991386,96.80423,97.195435,97.509758,97.530624,97.01889,97.237946,97.21904,97.223465,97.250298,97.254623,97.043251,97.034058,97.206543,96.925827,96.861084,97.253723,97.21489,97.201813,97.191971,97.139336,97.305908,97.573975,97.185623,97.213852,99.996643,97.152061,97.88121,97.137306,96.838654,99.993423,97.213242,97.549026,96.900818,99.989288,99.994476,97.269714,97.293793,97.223289,97.288254,97.265137,96.86824,97.211349,97.184288,96.953629,97.026077,97.105713,99.997032,96.810234,97.158569,97.13829,96.873795,96.87558,97.130768,97.14431,97.146606,97.129395,97.162758,97.095047,99.958328,97.142731,96.923531,100.0,96.940781,96.832191,97.259857,97.245438,97.143105,96.898949,97.131454,97.137932,97.240082,99.938065,97.268784,97.196259,97.241653,97.207352,97.244003,97.162445,97.563934,97.502144,97.252213,96.912674,96.896286,97.292343,97.283928,97.215027,97.238785,97.269073,97.20282,97.653336,97.297539,99.370148,97.494728,96.861084,99.356094,97.19986,97.582314,99.485405,99.338226,97.203835,97.194748,99.36129,97.141907,97.11615,97.086441,97.488266,97.182159,97.22187,97.17173,97.187737,97.034592,97.022896,97.191269,97.153198,97.175354,97.127312,97.191254,97.108116,97.273682,97.132622,97.153244,97.0979,97.540741,99.374557,99.353592,99.355637,97.513016,99.363068,97.116859,97.265533,97.274612,97.254593,97.180939,99.388779,99.361038,99.389923,97.181969,97.130203,97.302231,97.276581,99.351212,97.231644,97.167358,97.27343,96.89238,97.249245,96.969009,96.962662,96.86911,99.376328,97.15416,99.332481,99.342064
cS86a,96.787605,96.751968,96.760284,96.681549,96.741386,96.598724,98.598862,96.751556,97.15062,97.152664,96.627342,96.731743,96.683701,96.741577,96.672653,96.710388,96.652512,96.668289,96.710274,98.312393,98.290901,96.704559,96.66362,96.628235,96.671967,96.743095,96.741501,97.172333,96.714836,96.651505,96.927475,96.529709,96.776077,96.547028,98.310814,96.923233,96.67691,97.136703,98.289787,96.914444,96.933899,96.696671,96.70575,96.736435,96.76384,96.738388,98.277344,96.674805,96.711281,98.294701,96.540421,96.717758,96.903183,98.27562,96.688644,96.686615,98.259125,98.269592,96.706902,96.666618,96.7155,96.555817,96.671844,96.575653,96.878311,96.683876,98.261848,96.940781,100.0,98.295288,96.703415,96.662621,96.557846,98.290672,96.584702,96.752777,96.675606,96.910522,96.699921,96.640091,96.720871,96.751129,96.765015,96.70723,97.124977,96.850166,96.684723,98.306091,98.307938,96.751205,96.713608,96.733521,96.77858,96.768082,96.832573,96.560318,97.012512,96.82608,96.724106,98.291061,96.80838,96.708862,97.198914,96.90451,96.80719,96.748367,96.778061,96.80722,96.653778,96.567886,96.594429,96.732239,96.761719,96.787735,96.752136,96.651154,96.656754,96.661423,96.6334,96.58812,96.642731,96.767944,96.765717,96.655914,96.675903,96.616493,96.773666,96.541458,96.780838,96.831627,96.798668,96.793488,96.703262,96.824554,96.55452,96.668961,96.669441,96.698639,96.610138,96.855469,96.828362,96.83757,96.736221,96.553284,96.65831,96.671036,96.801147,96.648224,96.777649,96.66362,98.375908,96.731857,98.266068,98.280334,98.278809,96.846741,96.766449,96.861221,96.818527
cS86b,96.730118,96.694901,96.669724,96.668945,96.674561,96.643021,98.350372,96.666534,97.297417,97.308655,96.652832,96.65686,96.685211,96.676308,96.643341,96.6492,96.661423,96.670837,96.831039,99.452942,99.454071,96.643654,96.681961,96.703003,96.703392,96.696976,96.649109,97.152588,96.668839,96.679611,96.829285,96.671677,96.693291,96.628418,99.435638,96.840958,96.693466,97.129578,99.742874,96.838211,96.874306,96.729576,96.660072,96.634445,96.651871,96.68663,99.856949,96.668739,96.687881,99.748962,96.667969,96.732048,96.860886,99.434738,96.822121,96.661789,99.446579,99.41143,96.672424,96.691353,96.673752,96.61261,96.83239,96.679688,96.785233,96.660492,99.724983,96.832191,98.295288,100.0,96.679764,96.702301,96.682495,99.740402,96.653076,96.675331,96.709267,96.821228,96.63755,96.691566,96.656982,96.664963,96.807129,96.676193,97.105888,96.773743,96.686111,99.751785,99.759186,96.659485,96.702995,96.641373,96.811501,96.808868,96.784088,96.490601,96.978409,96.660965,96.645813,99.447281,96.664436,96.723175,97.093788,96.7146,96.676392,96.709137,96.600388,96.644577,96.651398,96.669113,96.643951,96.660095,96.62648,96.775894,96.782196,96.653709,96.667694,96.66832,96.6194,96.61116,96.598892,96.764687,96.778656,96.666138,96.758835,96.654518,96.726303,96.655029,96.716019,96.678528,96.680206,96.64489,96.675262,96.664185,96.644058,96.759552,96.776199,96.704781,96.614182,96.672134,96.659019,96.64698,96.61161,96.626915,96.788376,96.753998,96.662201,96.778831,96.795334,96.763153,99.427307,96.773201,99.716362,99.732147,99.423729,96.69558,96.754707,96.638321,96.701797
cS87a,98.298561,99.942047,99.953667,99.940689,99.95015,98.972298,96.751236,99.944962,97.078285,97.033005,98.95446,99.955666,99.015015,99.942162,99.961182,99.921402,98.969452,98.979805,99.118881,96.865433,96.662125,98.425262,98.476868,98.458878,98.993362,98.687187,98.424301,97.252007,99.035286,98.479584,97.219551,98.393539,97.122437,98.414658,96.813263,97.265015,98.480759,97.192734,96.802963,97.232941,97.247665,98.41581,98.421707,99.956802,98.44519,98.427841,96.74044,98.451988,98.858475,96.802292,98.995811,98.842773,97.209373,96.725266,99.097435,98.880478,96.76088,96.739059,98.85994,98.884087,98.874428,98.389214,99.103271,99.025131,97.237442,98.862267,96.767014,97.259857,96.703415,96.679764,100.0,99.994492,98.387962,96.796906,98.393768,98.682236,99.007629,97.203827,98.458321,99.036026,99.951996,98.836334,99.060104,98.342827,97.212173,98.621567,98.412643,96.818123,96.841049,98.430412,98.387596,99.958282,99.038071,99.061676,98.995499,97.13118,97.152817,97.188324,98.685501,96.777008,97.176117,98.387474,97.188278,97.150398,97.180313,98.512444,98.943695,97.167984,98.41507,98.399551,98.37178,98.655258,98.932663,99.002731,98.880493,98.414322,98.992767,99.008789,98.404846,98.420654,98.41758,99.034439,99.004005,99.075211,98.35347,98.430893,98.993759,98.408966,98.583435,97.195107,97.171097,97.168671,98.677475,97.18457,98.368912,98.345169,98.348785,98.320984,98.426071,97.164963,97.171448,97.186584,98.956268,98.405838,98.374252,98.357803,97.188614,98.369568,98.996384,98.347679,96.663185,98.337616,96.744003,96.72998,96.794525,97.192032,99.019432,97.140694,97.170174
