,cM10a,cM12a,cM19a,cM20a,cM2a,cM34a,cM35a,cM3a,cM41a,cM42a,cM42b,cM44b,cM59a,cM59b,cM5a,cM7b,cM8a,cM9b,cS100a,cS103a,cS104a,cS107a,cS108a,cS109a,cS10a,cS113a,cS115a,cS116a,cS11a,cS129a,cS132a,cS142a,cS153a,cS157a,cS15a,cS162a,cS164a,cS165a,cS168a,cS172a,cS178a,cS184a,cS27b,cS28a,cS30a,cS33a,cS35a,cS37a,cS39c,cS45a,cS46a,cS4a,cS51a,cS53a,cS58a,cS60a,cS61a,cS63a,cS65a,cS66a,cS68a,cS6a,cS71a,cS71b,cS72c,cS76a,cS80a,cS83a,cS86a,cS86b,cS87a,cS88a,cS8b,cS91a,cS97a,cS99a,fM10a,fM16a,fM19a,fM21a,fM23b,fM24a,fM27b,fM29a,fM30a,fM31a,fM35a,fM40a,fM41b,fM48a,fM51a,fM54a,fM59a,fM60a,fS100a,fS101a,fS102a,fS10a,fS111a,fS117a,fS11a,fS121a,fS122a,fS128a,fS12a,fS133b,fS139a,fS13a,fS143a,fS144a,fS146a,fS148a,fS149a,fS14a,fS155a,fS157a,fS158a,fS159a,fS165a,fS170a,fS171a,fS174a,fS177a,fS190a,fS191a,fS24a,fS25a,fS34a,fS35a,fS37a,fS39a,fS41a,fS42a,fS46a,fS4a,fS50a,fS54a,fS56a,fS58a,fS62a,fS63b,fS64a,fS6a,fS70a,fS72b,fS73a,fS74a,fS79a,fS80a,fS81a,fS83a,fS84a,fS85a,fS86a,fS92a,fS93a,fS95a,fS97a,fS99a
fS13a,65138,64658,64673,64678,64654,64352,76604,64666,59997,59980,64352,64674,65610,64654,64671,64666,64342,64350,65150,77562,77553,65440,64415,64408,65617,65256,65440,60042,65623,64399,4758,64929,47139,64914,77566,4755,64404,60035,77372,4759,4763,65457,65447,64662,65445,65452,76651,64758,65353,77407,64956,65745,4758,77569,65150,65344,77554,77560,65347,65346,65346,64941,65151,64960,4748,65350,77381,4741,75787,77520,64686,64670,64935,77389,64920,65242,65543,4757,65449,65617,64662,65522,65137,65411,60059,59504,65424,77374,77375,65440,65464,64669,65136,65133,65233,44448,60038,31,58995,77560,27,64935,59717,3919,19,65187,65047,0,64930,64943,64940,59463,65037,65225,65229,64643,64353,64353,64639,64634,64664,65239,65240,64485,64122,64445,65238,64945,59600,42,44,19,58990,45,64945,64130,64139,64555,64657,26,24,31,65041,64940,64147,64126,25,64120,65231,64127,77561,64542,77193,77175,77551,19,65226,33,27
fS143a,20645,35216,35232,35236,35214,36428,77748,35224,68430,68413,36428,35220,36937,35212,35231,35225,36418,36426,36274,76787,76779,21117,19786,19770,36944,35467,21120,67403,36950,19773,65638,19403,66247,19390,76791,65639,19775,67375,77196,65647,65653,21139,21128,35220,21121,21128,77365,21293,31391,77230,36217,35823,65626,76795,36274,31382,76780,76783,31385,31384,31384,19395,36275,36233,65635,31388,77206,65643,76658,77455,35232,35216,19399,77213,19394,35464,36592,65640,21128,36944,35210,35930,36430,20405,67404,43510,21102,77199,77200,21116,21142,35217,36429,36426,36582,65117,70133,64930,43125,76785,64934,55,67867,64464,64937,20301,36924,64930,0,19408,19405,43235,36914,36574,36563,19793,36428,36428,19789,19784,19802,36572,36587,36404,20176,19796,36571,19411,43526,64930,64934,64927,43121,64923,19418,20187,20197,21226,19795,64927,64923,64936,36906,19407,20207,20181,64933,20174,36578,20185,76789,21214,76849,76827,76780,64923,36573,64925,64909
fS144a,19892,35448,35452,35456,35446,36148,77894,35455,68485,68466,36148,35452,36721,35430,35461,35457,36154,36146,36292,76885,76863,20097,18626,18635,36728,35322,20097,67324,36737,18601,65584,72,66122,58,76875,65588,18612,67292,77364,65582,65597,20108,20110,35440,20099,20105,77520,20669,32227,77381,36356,35507,65573,76881,36292,32227,76878,76879,32231,32232,32232,73,36293,36372,65580,32221,77371,65588,76597,77612,35464,35446,68,77380,85,35307,36511,65589,20097,36728,35454,35923,36152,19361,67317,42877,20096,77365,77366,20096,20112,35461,36149,36148,36621,65041,69880,64927,42657,76870,64955,19388,67551,64500,64935,20008,36571,64943,19408,0,19,42627,36558,36610,36599,17904,36148,36148,17922,17893,17923,36611,36623,36061,19991,18650,36610,39,42846,64956,64936,64926,42655,64953,36,20007,20017,20836,17918,64939,64942,64931,36562,48,20016,19998,64932,20001,36614,20002,76875,20824,77004,76980,76878,64934,36609,64955,64932
fS146a,19889,35445,35449,35453,35443,36135,77895,35452,68470,68463,36135,35461,36708,35439,35458,35442,36141,36133,36279,76874,76864,20082,18611,18620,36715,35307,20094,67309,36724,18598,65581,69,66107,67,76876,65585,18609,67289,77353,65591,65594,20105,20107,35449,20096,20090,77509,20666,32226,77382,36341,35504,65582,76882,36279,32214,76867,76868,32218,32219,32219,70,36280,36369,65577,32220,77360,65573,76586,77601,35473,35443,65,77369,70,35292,36498,65586,20082,36715,35451,35920,36139,19358,67314,42864,20093,77354,77355,20093,20097,35446,36136,36135,36618,65038,69877,64936,42644,76871,64940,19385,67548,64497,64944,20005,36558,64940,19405,19,0,42614,36545,36607,36596,17901,36135,36135,17919,17890,17908,36608,36620,36048,20000,18647,36607,40,42833,64941,64945,64935,42642,64938,33,19992,20002,20821,17915,64936,64939,64940,36549,45,20025,19995,64941,19998,36599,19999,76876,20821,76993,76969,76867,64931,36606,64940,64929
fS148a,41665,29927,29933,29936,29925,22839,77725,29948,66320,66325,22839,29931,17337,29935,29953,29926,22829,22837,18685,77035,77041,40680,43093,43078,17344,33603,40692,67412,17346,43093,59876,42618,61923,42597,77053,59875,43096,67388,77350,59887,59892,40708,40709,29931,40705,40700,77560,42231,21379,77396,30943,33185,59867,77045,18685,21374,77030,77045,21371,21372,21372,42614,18686,30969,59876,21380,77371,59872,76323,77622,29942,29929,42616,77377,42601,33589,17399,59876,40702,17344,29923,32433,25354,43484,67414,2468,40684,77354,77351,40689,40704,29920,25365,25348,31940,62297,68030,59457,2436,77048,59449,43240,64817,59179,59467,43302,20298,59463,43235,42627,42614,0,20292,31936,31925,43177,22840,22840,43173,43180,43174,31930,31949,18655,43464,43113,31929,42628,2839,59447,59461,59458,2424,59444,42629,43464,43473,43389,43179,59459,59450,59463,20284,42622,43489,43459,59464,43459,31930,43469,77041,43387,75961,75951,77030,59453,31935,59446,59440
fS149a,36866,20356,20362,20366,20354,11401,77922,20363,69252,69243,11401,20372,7240,20350,20368,20355,11391,11399,8399,76821,76811,37191,37035,37025,7247,24110,37203,68085,7256,37028,65514,36556,65827,36528,76823,65513,37031,68063,77023,65522,65528,37219,37199,20360,37202,37200,77224,34971,14234,77055,21273,23994,65516,76829,8399,14215,76814,76813,14226,14227,14227,36550,8400,21297,65511,14221,77030,65509,76997,77300,20384,20356,36547,77037,36539,24098,8039,65514,37199,7247,20364,23593,15760,37658,68088,20164,37193,77025,77026,37200,37216,20361,15750,15756,22076,65327,70049,65031,20434,76818,65035,36919,67598,65157,65042,37326,13,65037,36914,36558,36545,20292,0,22065,22054,37268,11402,11402,37264,37257,37277,22066,22078,5193,37631,37055,22065,36566,20530,65033,65028,65032,20432,65030,36560,37631,37640,37831,37282,65034,65036,65037,14,36560,37657,37626,65038,37621,22059,37632,76825,37829,76094,76070,76814,65027,22064,65032,65026
fS14a,36890,19577,19593,19597,19575,21935,77133,19583,68325,68306,21935,19581,22228,19571,19589,19586,21925,21933,21126,76004,75994,37023,36487,36465,22237,26123,37025,68312,22246,36470,66036,36608,66256,36580,76004,66035,36473,68286,76360,66047,66038,37039,37020,19581,37022,37029,76577,35264,25531,76392,9216,25991,66027,76012,21126,25513,75997,75996,25523,25524,25524,36589,21127,9218,66036,25519,76367,66028,75850,76639,19600,19575,36598,76373,36601,26111,22106,66022,37030,22235,19573,25985,20238,36470,68317,32045,37006,76362,76363,37021,37046,19580,20229,20234,11,66025,70110,65233,31598,76001,65223,36577,67188,64324,65229,36620,22078,65225,36574,36610,36607,31936,22065,0,25,36386,21936,21936,36382,36375,36393,33,31,20552,36459,36506,40,36618,32213,65219,65231,65220,31597,65230,36622,36469,36478,37434,36388,65235,65212,65239,22057,36610,36484,36464,65226,36450,30,36460,76008,37422,75657,75633,75997,65229,25,65218,65216
fS155a,36879,19566,19582,19586,19564,21924,77134,19572,68315,68296,21924,19570,22217,19560,19578,19575,21914,21922,21115,76007,75997,37012,36476,36454,22226,26112,37014,68315,22235,36459,66026,36597,66245,36569,76007,66025,36462,68289,76363,66037,66042,37028,37009,19570,37011,37018,76580,35253,25520,76395,9205,25980,66017,76015,21115,25502,76000,75999,25512,25513,25513,36578,21116,9221,66026,25508,76370,66032,75851,76642,19589,19564,36587,76376,36590,26100,22095,66026,37019,22224,19562,25974,20227,36459,68306,32034,36995,76365,76366,37010,37035,19569,20218,20223,36,66028,70115,65223,31587,76004,65227,36566,67192,64328,65233,36609,22067,65229,36563,36599,36596,31925,22054,25,0,36375,21925,21925,36371,36364,36382,26,38,20541,36448,36495,29,36607,32202,65223,65221,65224,31586,65220,36611,36458,36467,37423,36377,65225,65216,65229,22046,36599,36473,36453,65230,36439,33,36449,76011,37411,75660,75636,76000,65219,28,65222,65206
fS157a,19854,35585,35599,35605,35583,36320,78054,35606,68584,68579,36320,35601,37102,35593,35612,35594,36326,36318,36695,77021,77027,20436,4240,4264,37109,35773,20445,67394,37111,4239,65453,17893,66082,17890,77037,65450,4233,67363,77572,65461,65466,20458,20475,35589,20452,20458,77762,20504,32168,77616,36205,36228,65454,77031,36695,32163,77016,77031,32162,32161,32161,17903,36696,36223,65449,32169,77593,65455,76913,77824,35613,35609,17893,77602,17902,35758,36695,65451,20459,37109,35591,36315,36171,19030,67390,43346,20449,77574,77575,20435,20460,35598,36182,36167,36390,65046,70132,64645,43007,77034,64657,19774,68083,64364,64649,19401,37274,64643,19793,17904,17901,43177,37268,36386,36375,0,36320,36320,18,11,31,36380,36399,36568,19544,4360,36379,17903,43298,64651,64643,64640,42991,64648,17914,19555,19565,20446,14,64639,64644,64645,37272,17891,19566,19549,64646,19542,36390,19552,77019,20434,77200,77197,77009,64636,36385,64650,64634
fS158a,36665,19743,19749,19753,19741,13,77992,19751,68910,68903,13,19747,11200,19739,19757,19742,15,7,8589,77288,77282,36198,36156,36153,11207,23880,36210,68114,11213,36152,65451,36141,65734,36134,77294,65450,36155,68098,77574,65458,65465,36226,36225,19747,36211,36216,77778,34023,17048,77608,20389,25628,65442,77298,8589,17033,77283,77284,17040,17041,17041,36129,8590,20413,65449,17039,77583,65445,76882,77851,19759,19733,36135,77590,36140,23876,11135,65451,36208,11207,19739,24469,14822,36852,68121,22915,36213,77576,77585,36207,36222,19736,14815,14826,21944,65697,69837,64347,22431,77289,64341,36417,67565,64319,64359,36520,11412,64353,36428,36148,36135,22840,11402,21936,21925,36320,0,0,36332,36311,36317,21934,21949,7746,36501,36172,21933,36151,22811,64339,64347,64350,22427,64336,36148,36501,36510,37336,36322,64349,64342,64355,11394,36147,36526,36496,64356,36500,21930,36510,77294,37334,76643,76621,77283,64345,21935,64338,64332
fS159a,36665,19743,19749,19753,19741,13,77992,19751,68910,68903,13,19747,11200,19739,19757,19742,15,7,8589,77288,77282,36198,36156,36153,11207,23880,36210,68114,11213,36152,65451,36141,65734,36134,77294,65450,36155,68098,77574,65458,65465,36226,36225,19747,36211,36216,77778,34023,17048,77608,20389,25628,65442,77298,8589,17033,77283,77284,17040,17041,17041,36129,8590,20413,65449,17039,77583,65445,76882,77851,19759,19733,36135,77590,36140,23876,11135,65451,36208,11207,19739,24469,14822,36852,68121,22915,36213,77576,77585,36207,36222,19736,14815,14826,21944,65697,69837,64347,22431,77289,64341,36417,67565,64319,64359,36520,11412,64353,36428,36148,36135,22840,11402,21936,21925,36320,0,0,36332,36311,36317,21934,21949,7746,36501,36172,21933,36151,22811,64339,64347,64350,22427,64336,36148,36501,36510,37336,36322,64349,64342,64355,11394,36147,36526,36496,64356,36500,21930,36510,77294,37334,76643,76621,77283,64345,21935,64338,64332
fS165a,19872,35581,35595,35601,35579,36332,78050,35602,68580,68575,36332,35597,37098,35589,35608,35590,36322,36330,36691,77010,77023,20454,4258,4266,37105,35791,20457,67390,37107,4257,65442,17911,66078,17892,77033,65439,4251,67359,77568,65457,65455,20476,20477,35585,20470,20476,77751,20516,32164,77612,36201,36240,65450,77020,36691,32159,77005,77020,32158,32157,32157,17921,36692,36219,65438,32165,77582,65451,76909,77820,35609,35605,17911,77591,17904,35776,36691,65447,20477,37105,35587,36327,36167,19042,67386,43342,20451,77570,77571,20453,20478,35594,36178,36163,36386,65041,70121,64641,43003,77030,64653,19792,68079,64353,64645,19419,37270,64639,19789,17922,17919,43173,37264,36382,36371,18,36332,36332,0,29,39,36376,36395,36564,19562,4378,36375,17921,43294,64637,64629,64636,42987,64634,17932,19573,19573,20464,32,64635,64640,64631,37268,17909,19574,19557,64632,19560,36386,19560,77015,20452,77189,77186,77005,64632,36381,64646,64630
fS170a,19857,35588,35602,35608,35586,36311,78045,35595,68587,68568,36311,35604,37091,35582,35601,35597,36317,36309,36686,77024,77016,20439,4244,4253,37098,35776,20448,67385,37107,4228,65444,17889,66073,17879,77026,65441,4230,67354,77575,65452,65457,20461,20464,35592,20441,20447,77751,20495,32164,77605,36208,36231,65445,77034,36686,32152,77019,77020,32158,32157,32157,17892,36687,36226,65440,32158,77582,65446,76916,77827,35616,35598,17889,77591,17898,35761,36698,65442,20448,37098,35594,36318,36174,19033,67381,43335,20438,77577,77578,20438,20463,35601,36171,36170,36386,65037,70123,64636,42996,77023,64648,19765,68086,64355,64640,19390,37270,64634,19784,17893,17890,43180,37257,36375,36364,11,36311,36311,29,0,42,36376,36388,36557,19535,4356,36375,17899,43287,64642,64634,64631,42994,64639,17903,19546,19556,20442,25,64630,64635,64636,37261,17887,19557,19540,64637,19533,36379,19543,77022,20430,77203,77186,77012,64627,36374,64641,64625
fS171a,19847,35604,35606,35612,35602,36317,78055,35625,68581,68588,36317,35608,37099,35612,35631,35601,36323,36315,36692,77015,77028,20433,4247,4259,37106,35780,20440,67391,37108,4258,65467,17898,66079,17909,77038,65464,4252,67372,77573,65482,65480,20467,20484,35608,20461,20455,77756,20525,32165,77617,36200,36247,65463,77025,36692,32160,77010,77025,32159,32158,32158,17896,36693,36230,65463,32166,77587,65464,76914,77825,35620,35604,17912,77596,17909,35765,36692,65472,20456,37106,35598,36308,36168,19039,67399,43343,20458,77575,77576,20444,20443,35593,36179,36164,36397,65055,70134,64666,43004,77035,64654,19769,68092,64378,64670,19410,37283,64664,19802,17923,17908,43174,37277,36393,36382,31,36317,36317,39,42,0,36387,36406,36565,19551,4389,36386,17908,43295,64638,64654,64661,42988,64635,17921,19536,19536,20441,19,64660,64653,64656,37269,17920,19559,19534,64657,19549,36385,19549,77020,20441,77194,77191,77010,64657,36392,64647,64643
fS174a,36884,19571,19587,19591,19569,21933,77145,19584,68321,68309,21933,19575,22229,19572,19590,19580,21923,21931,21124,76012,76009,37017,36470,36466,22238,26117,37019,68324,22229,36471,66036,36591,66254,36581,76019,66035,36474,68298,76368,66047,66052,37033,37021,19575,37023,37030,76592,35262,25514,76407,9210,25985,66027,76020,21124,25514,76005,76011,25506,25507,25507,36590,21125,9226,66036,25520,76382,66042,75856,76647,19594,19576,36581,76388,36584,26105,22100,66036,37031,22236,19567,25979,20232,36464,68315,32046,37007,76370,76371,37015,37040,19574,20230,20228,26,66037,70125,65233,31599,76016,65237,36575,67198,64338,65243,36621,22061,65239,36572,36611,36608,31930,22066,33,26,36380,21934,21934,36376,36376,36387,0,30,20553,36457,36489,23,36601,32214,65233,65231,65234,31591,65230,36623,36467,36476,37417,36382,65235,65226,65239,22058,36593,36482,36462,65240,36448,45,36458,76016,37405,75665,75648,76005,65229,40,65232,65216
fS177a,36903,19590,19606,19610,19588,21948,77146,19596,68340,68321,21948,19594,22241,19584,19602,19599,21938,21946,21139,76019,76009,37036,36500,36478,22250,26136,37038,68325,22259,36483,66051,36621,66269,36593,76019,66050,36486,68299,76375,66062,66053,37052,37033,19594,37035,37042,76592,35277,25544,76407,9229,26004,66042,76027,21139,25526,76012,76011,25536,25537,25537,36602,21140,9231,66051,25532,76382,66043,75863,76654,19613,19588,36611,76388,36614,26124,22119,66037,37043,22248,19586,25998,20251,36455,68330,32058,37019,76377,76378,37034,37059,19593,20242,20247,42,66034,70126,65248,31611,76016,65238,36590,67203,64339,65244,36633,22091,65240,36587,36623,36620,31949,22078,31,38,36399,21949,21949,36395,36388,36406,30,0,20565,36472,36519,53,36631,32226,65234,65246,65235,31610,65245,36635,36482,36491,37447,36401,65250,65227,65254,22070,36623,36497,36477,65241,36463,43,36473,76023,37435,75672,75648,76012,65244,38,65233,65231
fS190a,36493,19122,19128,19132,19120,7745,77900,19128,69138,69123,7745,19126,4907,19116,19134,19121,7735,7743,6168,77079,77077,36818,36369,36347,4914,24275,36830,68371,4923,36362,65828,36059,66009,36031,77081,65827,36365,68349,77143,65839,65844,36846,36827,19126,36829,36826,77344,34133,11366,77175,19461,24637,65819,77089,6168,11348,77074,77073,11358,11359,11359,36042,6169,19485,65828,11354,77150,65824,76875,77425,19138,19110,36051,77157,36042,24263,5694,65828,36826,4914,19118,23876,13377,37107,68374,18323,36810,77145,77146,36827,36842,19115,13368,13373,20563,65868,70117,64479,17517,77078,64471,36409,67681,64724,64489,36627,5206,64485,36404,36061,36048,18655,5193,20552,20541,36568,7746,7746,36564,36557,36565,20553,20565,0,36952,36389,20552,36069,18731,64469,64477,64480,17515,64466,36063,36952,36961,37503,36570,64481,64472,64485,5185,36063,36977,36947,64486,36943,20546,36953,77085,37501,76212,76188,77074,64475,20551,64468,64462
fS191a,4878,36262,36266,36270,36260,36501,78032,36270,68664,68648,36501,36254,37614,36246,36277,36271,36507,36499,37047,77084,77064,6979,19576,19574,37621,36071,6988,67380,37627,19563,65635,19998,66104,19989,77074,65641,19565,67363,77721,65632,65650,6992,6997,36254,6974,6989,77851,19794,32823,77742,36637,36506,65611,77079,37047,32826,77077,77080,32827,32828,32828,19992,37048,36655,65641,32820,77730,65636,76892,77948,36266,36250,19996,77738,20005,36064,37184,65633,6982,37621,36258,36635,36874,20848,67376,43578,6971,77722,77731,6979,6996,36265,36873,36878,36467,64668,70100,64097,43185,77071,64113,20156,68056,63089,64117,19854,37641,64122,20176,19991,20000,43464,37631,36459,36448,19544,36501,36501,19562,19535,19551,36457,36472,36952,0,19452,36456,20006,43566,64109,64101,64107,43181,64106,20001,27,37,5999,19546,64110,64102,64105,37623,20004,44,18,64113,20,36463,40,77073,5996,77284,77262,77077,64115,36458,64108,64101
fS24a,20277,35520,35536,35540,35518,36172,77733,35534,68756,68746,36172,35536,37024,35521,35540,35529,36178,36170,36474,77009,77008,20470,168,195,37031,35366,20479,67581,37022,170,65509,18628,66186,18636,77018,65506,172,67552,77639,65517,65522,20492,20502,35524,20479,20485,77822,21137,31962,77676,36319,35999,65510,77019,36474,31968,77004,77012,31956,31955,31955,18649,36475,36337,65505,31974,77653,65511,76894,77891,35548,35537,18628,77662,18637,35351,36695,65507,20486,37031,35526,35993,36136,19004,67577,43277,20476,77641,77642,20469,20494,35533,36140,36132,36499,65036,70165,64447,42851,77015,64459,19777,68182,64043,64451,20527,37050,64445,19796,18650,18647,43113,37055,36506,36495,4360,36172,36172,4378,4356,4389,36489,36519,36389,19452,0,36488,18638,43107,64453,64445,64442,42842,64450,18660,19463,19473,20739,4374,64441,64446,64447,37059,18626,19474,19457,64448,19450,36510,19460,77007,20727,77267,77257,76997,64438,36505,64452,64436
fS25a,36883,19570,19586,19590,19568,21932,77144,19583,68320,68308,21932,19574,22228,19571,19589,19579,21922,21930,21123,76011,76008,37016,36469,36465,22237,26116,37018,68321,22228,36470,66035,36590,66253,36580,76018,66034,36473,68295,76367,66046,66051,37032,37020,19574,37022,37029,76591,35261,25513,76406,9209,25984,66026,76019,21123,25513,76004,76010,25505,25506,25506,36589,21124,9225,66035,25519,76381,66041,75855,76646,19593,19575,36580,76387,36583,26104,22099,66035,37030,22235,19566,25978,20231,36463,68312,32045,37006,76369,76370,37014,37039,19573,20229,20227,33,66036,70124,65232,31598,76015,65236,36574,67197,64337,65242,36620,22060,65238,36571,36610,36607,31929,22065,40,29,36379,21933,21933,36375,36375,36386,23,53,20552,36456,36488,0,36600,32213,65232,65230,65233,31590,65229,36622,36466,36475,37416,36381,65234,65225,65238,22057,36592,36481,36461,65239,36447,22,36457,76015,37404,75664,75647,76004,65228,17,65231,65215
fS34a,19877,35447,35463,35467,35445,36151,77910,35461,68484,68472,36151,35463,36729,35448,35467,35456,36157,36149,36297,76883,76880,20096,18614,18641,36736,35321,20082,67319,36727,18607,65596,51,66125,91,76892,65592,18618,67297,77362,65596,65609,20107,20116,35451,20105,20111,77525,20679,32229,77398,36357,35506,65597,76891,36297,32235,76876,76884,32221,32222,32222,80,36298,36373,65592,32241,77376,65590,76598,77610,35475,35464,71,77385,72,35306,36512,65593,20103,36736,35453,35908,36153,19360,67322,42885,20102,77363,77364,20095,20097,35460,36157,36149,36611,65044,69883,64941,42665,76887,64967,19377,67550,64504,64959,20014,36561,64945,19411,39,40,42628,36566,36618,36607,17903,36151,36151,17921,17899,17908,36601,36631,36069,20006,18638,36600,0,42854,64960,64952,64950,42656,64957,59,19996,20006,20824,17903,64941,64954,64955,36570,45,20017,20013,64956,20004,36622,20005,76885,20812,77002,76985,76876,64946,36617,64959,64944
fS35a,43111,29971,29977,29981,29969,22810,77403,29978,66223,66214,22810,29975,17630,29965,29984,29970,22800,22808,19181,76759,76751,41184,43087,43065,17637,34374,41196,67286,17646,43080,59759,42846,61952,42818,76761,59758,43083,67262,77125,59770,59775,41212,41199,29975,41195,41200,77321,42356,22044,77157,31183,34495,59750,76769,19181,22032,76754,76755,22036,22037,22037,42835,19182,31209,59759,22038,77132,59755,76006,77397,29987,29959,42842,77138,42827,34370,17698,59759,41192,17637,29967,33733,25346,43735,67288,1004,41175,77129,77136,41193,41208,29964,25343,25350,32224,62334,67918,59594,2090,76758,59586,43531,64834,59076,59604,43534,20543,59600,43526,42846,42833,2839,20530,32213,32202,43298,22811,22811,43294,43287,43295,32214,32226,18731,43566,43107,32213,42854,0,59584,59598,59595,2088,59581,42848,43566,43575,43685,43300,59596,59587,59600,20522,42848,43591,43561,59601,43571,32207,43581,76765,43683,75736,75712,76754,59590,32212,59583,59577
fS37a,65135,64666,64669,64674,64662,64338,76593,64674,59984,59979,64338,64670,65594,64662,64679,64662,64328,64336,65134,77544,77542,65425,64411,64392,65601,65243,65437,60041,65607,64407,4761,64952,47125,64927,77555,4768,64412,60032,77361,4779,4762,65444,65434,64670,65432,65427,76633,64777,65337,77396,64938,65744,4756,77551,65134,65328,77536,77542,65331,65330,65330,64942,65135,64954,4769,65334,77363,4745,75774,77509,64682,64654,64948,77371,64931,65229,65527,4751,65424,65601,64658,65509,65121,65411,60056,59488,65411,77363,77364,65437,65439,64653,65120,65117,65227,44459,60026,47,58979,77549,21,64935,59716,3914,47,65183,65043,42,64930,64956,64941,59447,65033,65219,65223,64651,64339,64339,64637,64642,64638,65233,65234,64469,64109,64453,65232,64960,59584,0,32,35,58974,13,64956,64105,64104,64530,64653,42,18,39,65025,64953,64124,64101,29,64107,65213,64114,77550,64539,77175,77157,77540,47,65220,9,35
fS39a,65139,64652,64655,64660,64648,64346,76600,64660,59994,59977,64346,64656,65601,64636,64665,64660,64336,64344,65142,77560,77546,65441,64415,64408,65608,65247,65441,60059,65614,64399,4749,64944,47133,64907,77559,4756,64404,60042,77377,4755,4768,65448,65430,64644,65436,65443,76649,64769,65339,77400,64948,65728,4744,77555,65142,65334,77552,77558,65345,65344,65344,64938,65143,64966,4761,65328,77379,4759,75790,77525,64668,64652,64932,77387,64935,65233,65535,4757,65440,65608,64656,65507,65135,65415,60048,59502,65415,77379,77380,65441,65455,64663,65126,65131,65239,44469,60042,23,58993,77553,47,64939,59728,3916,41,65179,65038,44,64934,64936,64945,59461,65028,65231,65221,64643,64347,64347,64629,64634,64654,65231,65246,64477,64101,64445,65230,64952,59598,32,0,29,58988,25,64948,64121,64120,64538,64657,34,32,15,65032,64945,64116,64105,25,64103,65237,64110,77554,64535,77191,77173,77556,39,65232,37,35
fS41a,65135,64655,64658,64663,64651,64349,76590,64663,59998,59981,64349,64659,65605,64639,64668,64663,64339,64347,65145,77560,77539,65437,64412,64405,65612,65253,65437,60051,65618,64396,4755,64934,47137,64897,77552,4764,64401,60030,77370,4754,4756,65454,65444,64647,65442,65449,76649,64755,65336,77393,64951,65742,4743,77555,65145,65339,77552,77558,65342,65341,65341,64936,65146,64955,4753,65333,77379,4748,75782,77518,64671,64655,64930,77387,64925,65239,65538,4750,65446,65612,64659,65519,65132,65408,60058,59499,65421,77372,77373,65437,65461,64666,65131,65128,65228,44455,60035,26,58990,77546,36,64932,59718,3916,12,65184,65042,19,64927,64926,64935,59458,65032,65220,65224,64640,64350,64350,64636,64631,64661,65234,65235,64480,64107,64442,65233,64950,59595,35,29,0,58985,42,64938,64127,64136,64552,64654,29,21,28,65036,64935,64132,64111,6,64117,65226,64124,77547,64539,77191,77173,77549,24,65221,30,24
fS42a,42206,29615,29621,29625,29613,22426,77743,29636,66133,66132,22426,29619,18085,29623,29642,29614,22416,22424,18984,77137,77149,40952,42822,42807,18092,33609,40964,67369,18094,42822,59834,42647,61944,42626,77153,59833,42825,67345,77488,59845,59850,40980,40981,29619,40977,40982,77698,42079,21392,77534,30327,33938,59825,77147,18984,21387,77132,77147,21384,21385,21385,42643,18985,30353,59834,21393,77509,59830,76165,77765,29631,29617,42645,77515,42630,33605,18139,59834,40974,18092,29611,32723,25143,43432,67371,1479,40956,77492,77499,40961,40976,29608,25154,25147,31601,62190,67989,58984,86,77150,58976,43126,64807,58880,58994,43133,20438,58990,43121,42655,42642,2424,20432,31597,31586,42991,22427,22427,42987,42994,42988,31591,31610,17515,43181,42842,31590,42656,2088,58974,58988,58985,0,58971,42657,43181,43190,43445,42993,58986,58977,58990,20424,42650,43206,43176,58991,43186,31591,43196,77143,43443,76099,76089,77132,58980,31596,58973,58967
fS46a,65132,64663,64666,64671,64659,64335,76602,64671,59977,59972,64335,64667,65591,64659,64676,64659,64325,64333,65131,77553,77551,65422,64408,64389,65598,65240,65434,60044,65604,64404,4750,64949,47122,64924,77564,4761,64409,60039,77370,4768,4769,65441,65431,64667,65429,65424,76642,64770,65334,77405,64935,65741,4745,77560,65131,65325,77545,77551,65328,65327,65327,64939,65132,64965,4762,65331,77372,4752,75783,77518,64679,64651,64945,77380,64928,65226,65524,4762,65421,65598,64655,65506,65118,65404,60049,59485,65408,77372,77373,65434,65436,64650,65117,65114,65238,44466,60037,40,58976,77558,28,64928,59723,3917,54,65180,65040,45,64923,64953,64938,59444,65030,65230,65220,64648,64336,64336,64634,64639,64635,65230,65245,64466,64106,64450,65229,64957,59581,13,25,42,58971,0,64953,64102,64101,64527,64650,35,25,32,65022,64950,64121,64098,38,64104,65224,64111,77559,64536,77184,77166,77549,40,65231,14,24
